StudyName	ExportDate	Name	Age	Gender	StimuliBlock	StimulusName	SlideType	EventSource	UTCTimestamp	Timestamp	MediaTime	TimeSignal	GazeLeftx	GazeLefty	GazeRightx	GazeRighty	PupilLeft	PupilRight	DistanceLeft	DistanceRight	CameraLeftX	CameraLeftY	CameraRightX	CameraRightY	ValidityLeft	ValidityRight	GazeX	GazeY	GazeAOI	InterpolatedGazeX	InterpolatedGazeY	GazeEventType	GazeVelocityAngle	SaccadeSeq	SaccadeStart	SaccadeDuration	FixationSeq	FixationX	FixationY	FixationStart	FixationDuration	FixationAOI	PostMarker	Annotation	Engagement	ExcitementLongTerm	ExcitementShortTerm	Frustration	Meditation	EEG Timestamp	AF3_Quality	F7_Quality	F3_Quality	FC5_Quality	T7_Quality	P7_Quality	O1_Quality	O2_Quality	P8_Quality	T8_Quality	FC6_Quality	F4_Quality	F8_Quality	AF4_Quality	AF3_Value	F7_Value	F3_Value	FC5_Value	T7_Value	P7_Value	O1_Value	O2_Value	P8_Value	T8_Value	FC6_Value	F4_Value	F8_Value	AF4_Value	GyroX	GyroY	SeqNo	FrameNo	FrameTime	NoOfFaces	FaceRect X	FaceRect Y	FaceRect Width	FaceRect Height	Joy Evidence	Joy Intensity	Anger Evidence	Anger Intensity	Surprise Evidence	Surprise Intensity	Fear Evidence	Fear Intensity	Contempt Evidence	Contempt Intensity	Disgust Evidence	Disgust Intensity	Sadness Evidence	Sadness Intensity	Confusion Evidence	Confusion Intensity	Frustration Evidence	Frustration Intensity	Neutral Evidence	Neutral Intensity	Positive Evidence	Positive Intensity	Negative Evidence	Negative Intensity	AU1 Evidence	AU2 Evidence	AU4 Evidence	AU5 Evidence	AU6 Evidence	AU7 Evidence	AU9 Evidence	AU10 Evidence	AU12 Evidence	AU14 Evidence	AU15 Evidence	AU17 Evidence	AU18 Evidence	AU20 Evidence	AU23 Evidence	AU24 Evidence	AU25 Evidence	AU26 Evidence	AU28 Evidence	AU43 Evidence	Yaw Degrees	Pitch Degrees	Roll Degrees	LEFT_EYE_LATERAL X	LEFT_EYE_LATERAL Y	LEFT_EYE_PUPIL X	LEFT_EYE_PUPIL Y	LEFT_EYE_MEDIAL X	LEFT_EYE_MEDIAL Y	RIGHT_EYE_MEDIAL X	RIGHT_EYE_MEDIAL Y	RIGHT_EYE_PUPIL X	RIGHT_EYE_PUPIL Y	RIGHT_EYE_LATERAL X	RIGHT_EYE_LATERAL Y	NOSE_TIP X	NOSE_TIP Y	7 X	7 Y	Timestamp RAW (no units) (Shimmer Sensor)	Timestamp CAL (mSecs) (Shimmer Sensor)	System Timestamp CAL (mSecs) (Shimmer Sensor)	VSenseBatt RAW (no units) (Shimmer Sensor)	VSenseBatt CAL (mVolts) (Shimmer Sensor)	GSR RAW (no units) (Shimmer Sensor)	GSR CAL (kOhms) (Shimmer Sensor)	GSR CAL (µSiemens) (Shimmer Sensor)	Packet reception rate RAW (no units) (Shimmer Sensor)	GSR Quality (Shimmer Sensor)	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	EmotivEEG	20171005_012231755	20171004_182231755	1224	691694	908	319	937	337	4.250977	4.182831	628.2101	628.3268	0.5414985	0.4683857	0.3925546	0.4733719	0	0	922	328		922	328		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619119	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4218.462	4254.359	4216.41	4228.718	4217.949	4216.923	4210.769	4221.026	4214.872	4231.282	4223.077	4220	4214.872	4217.436	2063	1957	81	36	1199	1	120	95	232	232	-2.03781628608704	0	-0.725565671920776	0	-0.976213812828064	0	-0.177127480506897	0	-0.370141834020615	0	-2.07261434197426	0	-0.00402002036571503	0	0.0846683382987976	0	-0.233795836567879	0	1.38363134860992	0	-2.03781628608704	0	-0.00402002036571503	0	0.3740432	-0.1831478	-0.2651781	-1.438277	-1.74915	-1.250947	-3.497449	-1.874847	-2.157912	-1.149178	-2.361621	-1.354402	-0.7879472	-1.55758	-1.915517	-1.017312	-2.812704	-2.531285	-3.505304	0.1526791	-8.017262	7.355911	3.191237	173.6536	163.0081	0	0	216.0536	161.3793	274.5329	161.3225	0	0	312.2792	160.3437	241.4162	219.89	0	0	15421920	938000	1507166551676.56	2752	4008.04102564103	18536	123.435455600267	8.1014	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	EmotivEEG	20171005_012231755	20171004_182231755	1224	691694	908	319	937	337	4.250977	4.182831	628.2101	628.3268	0.5414985	0.4683857	0.3925546	0.4733719	0	0	922	328		922	328		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619127	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4215.897	4248.205	4216.41	4221.538	4220	4213.846	4209.744	4229.231	4220	4233.333	4227.692	4216.923	4217.949	4212.821	2064	1961	82	36	1199	1	120	95	232	232	-2.03781628608704	0	-0.725565671920776	0	-0.976213812828064	0	-0.177127480506897	0	-0.370141834020615	0	-2.07261434197426	0	-0.00402002036571503	0	0.0846683382987976	0	-0.233795836567879	0	1.38363134860992	0	-2.03781628608704	0	-0.00402002036571503	0	0.3740432	-0.1831478	-0.2651781	-1.438277	-1.74915	-1.250947	-3.497449	-1.874847	-2.157912	-1.149178	-2.361621	-1.354402	-0.7879472	-1.55758	-1.915517	-1.017312	-2.812704	-2.531285	-3.505304	0.1526791	-8.017262	7.355911	3.191237	173.6536	163.0081	0	0	216.0536	161.3793	274.5329	161.3225	0	0	312.2792	160.3437	241.4162	219.89	0	0	15421920	938000	1507166551676.56	2752	4008.04102564103	18536	123.435455600267	8.1014	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	Emotient FACET|Shimmer Sensor Shimmer Sensor	20171005_012231758	20171004_182231758	1227	691694	908	319	937	337	4.250977	4.182831	628.2101	628.3268	0.5414985	0.4683857	0.3925546	0.4733719	0	0	922	328		922	328		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619127	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4215.897	4248.205	4216.41	4221.538	4220	4213.846	4209.744	4229.231	4220	4233.333	4227.692	4216.923	4217.949	4212.821	2064	1961	82	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422176	938007.8125	1507166551684.38	2753	4009.49743589744	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	ET	20171005_012231761	20171004_182231761	1231	691711	929	303	904	341	4.312592	4.395416	628.6809	628.8489	0.5418062	0.4678394	0.3929406	0.4726074	0	0	916	322		916	322		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619127	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4215.897	4248.205	4216.41	4221.538	4220	4213.846	4209.744	4229.231	4220	4233.333	4227.692	4216.923	4217.949	4212.821	2064	1961	82	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422176	938007.8125	1507166551684.38	2753	4009.49743589744	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	Shimmer Sensor Shimmer Sensor	20171005_012231762	20171004_182231762	1232	691711	929	303	904	341	4.312592	4.395416	628.6809	628.8489	0.5418062	0.4678394	0.3929406	0.4726074	0	0	916	322		916	322		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619127	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4215.897	4248.205	4216.41	4221.538	4220	4213.846	4209.744	4229.231	4220	4233.333	4227.692	4216.923	4217.949	4212.821	2064	1961	82	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422432	938015.625	1507166551692.19	2758	4016.77948717949	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	Shimmer Sensor Shimmer Sensor	20171005_012231774	20171004_182231774	1243	691711	929	303	904	341	4.312592	4.395416	628.6809	628.8489	0.5418062	0.4678394	0.3929406	0.4726074	0	0	916	322		916	322		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619127	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4215.897	4248.205	4216.41	4221.538	4220	4213.846	4209.744	4229.231	4220	4233.333	4227.692	4216.923	4217.949	4212.821	2064	1961	82	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422688	938023.4375	1507166551700	2747	4000.75897435897	18536	123.435455600267	8.1014	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	Shimmer Sensor Shimmer Sensor	20171005_012231774	20171004_182231774	1243	691711	929	303	904	341	4.312592	4.395416	628.6809	628.8489	0.5418062	0.4678394	0.3929406	0.4726074	0	0	916	322		916	322		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619127	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4215.897	4248.205	4216.41	4221.538	4220	4213.846	4209.744	4229.231	4220	4233.333	4227.692	4216.923	4217.949	4212.821	2064	1961	82	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422944	938031.25	1507166551707.81	2757	4015.32307692308	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	ET	20171005_012231777	20171004_182231777	1246	691727	963	488	912	463	3.894989	3.972839	629.2055	629.2581	0.54194	0.4672034	0.393431	0.4716947	0	0	938	476		938	476		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619127	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4215.897	4248.205	4216.41	4221.538	4220	4213.846	4209.744	4229.231	4220	4233.333	4227.692	4216.923	4217.949	4212.821	2064	1961	82	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422944	938031.25	1507166551707.81	2757	4015.32307692308	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	EmotivEEG	20171005_012231787	20171004_182231787	1256	691727	963	488	912	463	3.894989	3.972839	629.2055	629.2581	0.54194	0.4672034	0.393431	0.4716947	0	0	938	476		938	476		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619135	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4208.718	4244.103	4209.744	4210.256	4216.41	4217.949	4204.103	4236.41	4226.154	4235.897	4226.667	4214.872	4214.359	4209.231	2067	1968	83	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422944	938031.25	1507166551707.81	2757	4015.32307692308	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	EmotivEEG	20171005_012231787	20171004_182231787	1256	691727	963	488	912	463	3.894989	3.972839	629.2055	629.2581	0.54194	0.4672034	0.393431	0.4716947	0	0	938	476		938	476		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619143	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4210.769	4243.077	4203.59	4214.872	4215.385	4219.487	4201.026	4229.231	4215.385	4232.308	4222.051	4212.821	4213.846	4204.615	2069	1975	84	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422944	938031.25	1507166551707.81	2757	4015.32307692308	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	EmotivEEG	20171005_012231787	20171004_182231787	1256	691727	963	488	912	463	3.894989	3.972839	629.2055	629.2581	0.54194	0.4672034	0.393431	0.4716947	0	0	938	476		938	476		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619151	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4206.154	4242.051	4200.513	4217.949	4217.436	4216.41	4206.154	4227.692	4215.385	4228.205	4215.385	4205.641	4213.333	4199.487	2072	1982	85	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422944	938031.25	1507166551707.81	2757	4015.32307692308	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	EmotivEEG	20171005_012231787	20171004_182231787	1256	691727	963	488	912	463	3.894989	3.972839	629.2055	629.2581	0.54194	0.4672034	0.393431	0.4716947	0	0	938	476		938	476		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619159	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4198.974	4243.077	4202.564	4216.41	4217.436	4216.923	4209.744	4224.615	4217.949	4227.692	4212.821	4199.487	4207.179	4198.462	2074	1985	86	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15422944	938031.25	1507166551707.81	2757	4015.32307692308	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	Shimmer Sensor Shimmer Sensor	20171005_012231788	20171004_182231788	1258	691727	963	488	912	463	3.894989	3.972839	629.2055	629.2581	0.54194	0.4672034	0.393431	0.4716947	0	0	938	476		938	476		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619159	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4198.974	4243.077	4202.564	4216.41	4217.436	4216.923	4209.744	4224.615	4217.949	4227.692	4212.821	4199.487	4207.179	4198.462	2074	1985	86	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15423200	938039.0625	1507166551715.63	2758	4016.77948717949	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	ET	20171005_012231791	20171004_182231791	1261	691744	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619159	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4198.974	4243.077	4202.564	4216.41	4217.436	4216.923	4209.744	4224.615	4217.949	4227.692	4212.821	4199.487	4207.179	4198.462	2074	1985	86	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15423200	938039.0625	1507166551715.63	2758	4016.77948717949	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	Shimmer Sensor Shimmer Sensor	20171005_012231797	20171004_182231797	1267	691744	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619159	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4198.974	4243.077	4202.564	4216.41	4217.436	4216.923	4209.744	4224.615	4217.949	4227.692	4212.821	4199.487	4207.179	4198.462	2074	1985	86	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15423456	938046.875	1507166551723.44	2761	4021.14871794872	18535	123.517786561265	8.096	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	Shimmer Sensor Shimmer Sensor	20171005_012231800	20171004_182231800	1270	691744	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619159	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4198.974	4243.077	4202.564	4216.41	4217.436	4216.923	4209.744	4224.615	4217.949	4227.692	4212.821	4199.487	4207.179	4198.462	2074	1985	86	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15423712	938054.6875	1507166551731.25	2746	3999.30256410256	18536	123.435455600267	8.1014	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	ET	20171005_012231802	20171004_182231802	1272	691761	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619159	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4198.974	4243.077	4202.564	4216.41	4217.436	4216.923	4209.744	4224.615	4217.949	4227.692	4212.821	4199.487	4207.179	4198.462	2074	1985	86	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15423712	938054.6875	1507166551731.25	2746	3999.30256410256	18536	123.435455600267	8.1014	100	VALID						
Basketball Shoe  _V2	20171120	t111	15	MALE	Study w Survey	3 Calling all Creators	TestImage	Shimmer Sensor Shimmer Sensor	20171005_012231811	20171004_182231811	1281	691761	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0												0.4508268	0.2189608	0.588627	1	0.4089287	98619159	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4198.974	4243.077	4202.564	4216.41	4217.436	4216.923	4209.744	4224.615	4217.949	4227.692	4212.821	4199.487	4207.179	4198.462	2074	1985	86	37	1232	1	120	93	232	232	-2.2029116153717	0	-0.693723082542419	0	-1.16738045215607	0	-0.314414858818054	0	-0.315321534872055	0	-2.12350550293922	0	-0.0551406443119049	0	0.167897164821625	0	-0.125271216034889	0	1.40787136554718	0	-2.2029116153717	0	-0.0551406443119049	0	0.4205409	-0.2367321	-0.2442105	-1.608672	-1.700518	-1.265899	-3.499826	-1.8481	-2.167809	-1.142565	-2.463821	-1.39278	-0.7657348	-1.563106	-1.847393	-0.9765254	-2.795466	-2.517212	-3.560165	0.2206669	-8.539724	7.611566	2.938582	173.7292	161.4118	0	0	216.0431	159.0536	274.1324	160.1305	0	0	312.7919	158.2691	239.7602	217.1354	0	0	15423968	938062.5	1507166551739.06	2752	4008.04102564103	18536	123.435455600267	8.1014	100	VALID						
