#Study : ASU&adidas Session 1 - High
#Date : 20170917 21:33:01
#Version : 6.4.8223.4
#TestRunDate : 20170826 14:04:47.708 (-07:00)
#Tracker : Model-Tobii X2 @60Hz, Freq-60Hz, Screen Size(cms)-{Width=33.7, Height=27}, Screen Res-{Width=1920, Height=1200}, Distance(Resp)-70cm 

StudyName	ExportDate	Name	Age	Gender	StimuliBlock	StimulusName	SlideType	EventSource	Timestamp	MediaTime	PostMarker	Annotation	Timestamp RAW (no units) (Shimmer Sensor)	Timestamp CAL (mSecs) (Shimmer Sensor)	VSenseBatt RAW (no units) (Shimmer Sensor)	VSenseBatt CAL (mVolts) (Shimmer Sensor)	GSR RAW (no units) (Shimmer Sensor)	GSR CAL (kOhms) (Shimmer Sensor)	GSR CAL (µSiemens) (Shimmer Sensor)	Packet reception rate RAW (no units) (Shimmer Sensor)	GSR Quality (Shimmer Sensor)	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724908	16238			14302499	1433398.4375	2743	3994.93333333333	20185	58.8027754910032	17.006	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724908	16238			14302755	1433406.25	2746	3999.30256410256	20184	58.8214533604696	17.0006	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724922	16252			14303011	1433414.0625	2739	3989.10769230769	20185	58.8027754910032	17.006	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724933	16263			14303267	1433421.875	2748	4002.21538461538	20184	58.8214533604696	17.0006	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724937	16267			14303523	1433429.6875	2741	3992.02051282051	20183	58.840143099228	16.9952	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724951	16281			14303779	1433437.5	2726	3970.17435897436	20184	58.8214533604696	17.0006	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724953	16283			14304035	1433445.3125	2737	3986.19487179487	20184	58.8214533604696	17.0006	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724968	16298			14304291	1433453.125	2749	4003.67179487179	20182	58.8588447185959	16.9898	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724968	16298			14304547	1433460.9375	2740	3990.5641025641	20183	58.840143099228	16.9952	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724971	16301			14304803	1433468.75	2725	3968.71794871795	20183	58.840143099228	16.9952	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724983	16313			14305059	1433476.5625	2741	3992.02051282051	20182	58.8588447185959	16.9898	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724997	16327			14305315	1433484.375	2747	4000.75897435897	20180	58.896283644502	16.979	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140724997	16327			14305571	1433492.1875	2748	4002.21538461538	20180	58.896283644502	16.979	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725001	16331			14305827	1433500	2748	4002.21538461538	20180	58.896283644502	16.979	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725013	16343			14306083	1433507.8125	2737	3986.19487179487	20181	58.8775582299051	16.9844	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725027	16357			14306339	1433515.625	2747	4000.75897435897	20180	58.896283644502	16.979	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725035	16365			14306595	1433523.4375	2742	3993.47692307692	20179	58.9150209737475	16.9736	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725035	16365			14306851	1433531.25	2745	3997.84615384615	20179	58.9150209737475	16.9736	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725052	16382			14307107	1433539.0625	2737	3986.19487179487	20179	58.9150209737475	16.9736	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725066	16395			14307363	1433546.875	2738	3987.65128205128	20179	58.9150209737475	16.9736	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725066	16395			14307619	1433554.6875	2742	3993.47692307692	20178	58.9337702290166	16.9682	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725073	16402			14307875	1433562.5	2748	4002.21538461538	20177	58.9525314216992	16.9628	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725081	16410			14308131	1433570.3125	2741	3992.02051282051	20178	58.9337702290166	16.9682	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725093	16422			14308387	1433578.125	2735	3983.28205128205	20177	58.9525314216992	16.9628	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725106	16435			14308643	1433585.9375	2746	3999.30256410256	20176	58.9713045631995	16.9574	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725106	16435			14308899	1433593.75	2747	4000.75897435897	20175	58.9900896649363	16.952	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725109	16438			14309155	1433601.5625	2738	3987.65128205128	20176	58.9713045631995	16.9574	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725121	16450			14309411	1433609.375	2747	4000.75897435897	20175	58.9900896649363	16.952	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725121	16450			14309667	1433617.1875	2745	3997.84615384615	20174	59.0088867383428	16.9466	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725133	16462			14309923	1433625	2745	3997.84615384615	20174	59.0088867383428	16.9466	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725139	16468			14310179	1433632.8125	2741	3992.02051282051	20175	58.9900896649363	16.952	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725153	16482			14310435	1433640.625	2729	3974.54358974359	20174	59.0088867383428	16.9466	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725153	16482			14310691	1433648.4375	2739	3989.10769230769	20173	59.027695794867	16.9412	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725161	16490			14310947	1433656.25	2748	4002.21538461538	20172	59.0465168459713	16.9358	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725173	16502			14311203	1433664.0625	2738	3987.65128205128	20173	59.027695794867	16.9412	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725181	16510			14311459	1433671.875	2744	3996.38974358974	20171	59.0653499031328	16.9304	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725181	16510			14311715	1433679.6875	2741	3992.02051282051	20173	59.027695794867	16.9412	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725195	16524			14311971	1433687.5	2730	3976	20173	59.027695794867	16.9412	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725209	16538			14312227	1433695.3125	2736	3984.73846153846	20172	59.0465168459713	16.9358	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725212	16541			14312483	1433703.125	2745	3997.84615384615	20171	59.0653499031328	16.9304	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725212	16541			14312739	1433710.9375	2739	3989.10769230769	20170	59.0841949778434	16.925	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725229	16558			14312995	1433718.75	2746	3999.30256410256	20169	59.1030520816095	16.9196	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725230	16559			14313251	1433726.5625	2738	3987.65128205128	20170	59.0841949778434	16.925	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725243	16572			14313507	1433734.375	2747	4000.75897435897	20168	59.1219212259522	16.9142	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725243	16572			14313763	1433742.1875	2739	3989.10769230769	20167	59.1408024224073	16.9088	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725259	16588			14314019	1433750	2748	4002.21538461538	20168	59.1219212259522	16.9142	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725263	16592			14314275	1433757.8125	2737	3986.19487179487	20169	59.1030520816095	16.9196	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725275	16604			14314531	1433765.625	2748	4002.21538461538	20167	59.1408024224073	16.9088	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725284	16613			14314787	1433773.4375	2738	3987.65128205128	20168	59.1219212259522	16.9142	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725284	16613			14315043	1433781.25	2746	3999.30256410256	20167	59.1408024224073	16.9088	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725300	16629			14315299	1433789.0625	2743	3994.93333333333	20167	59.1408024224073	16.9088	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725309	16638			14315555	1433796.875	2746	3999.30256410256	20166	59.1596956825254	16.9034	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725309	16638			14315811	1433804.6875	2745	3997.84615384615	20166	59.1596956825254	16.9034	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725318	16647			14316067	1433812.5	2747	4000.75897435897	20165	59.1786010178719	16.898	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725330	16659			14316323	1433820.3125	2740	3990.5641025641	20166	59.1596956825254	16.9034	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725335	16664			14316579	1433828.125	2747	4000.75897435897	20165	59.1786010178719	16.898	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725335	16664			14316835	1433835.9375	2750	4005.1282051282	20164	59.197518440027	16.8926	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725348	16677			14317091	1433843.75	2752	4008.04102564103	20163	59.2164479605855	16.8872	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725367	16696			14317347	1433851.5625	2739	3989.10769230769	20165	59.1786010178719	16.898	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725373	16702			14317603	1433859.375	2747	4000.75897435897	20163	59.2164479605855	16.8872	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725373	16702			14317859	1433867.1875	2747	4000.75897435897	20163	59.2164479605855	16.8872	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725389	16718			14318115	1433875	2750	4005.1282051282	20163	59.2164479605855	16.8872	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725393	16722			14318371	1433882.8125	2741	3992.02051282051	20163	59.2164479605855	16.8872	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725404	16733			14318627	1433890.625	2743	3994.93333333333	20163	59.2164479605855	16.8872	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725404	16733			14318883	1433898.4375	2740	3990.5641025641	20163	59.2164479605855	16.8872	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725418	16747			14319139	1433906.25	2725	3968.71794871795	20163	59.2164479605855	16.8872	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725422	16751			14319395	1433914.0625	2738	3987.65128205128	20162	59.2353895911573	16.8818	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725434	16763			14319651	1433921.875	2745	3997.84615384615	20162	59.2353895911573	16.8818	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725434	16763			14319907	1433929.6875	2746	3999.30256410256	20161	59.2543433433671	16.8764	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725443	16772			14320163	1433937.5	2747	4000.75897435897	20162	59.2353895911573	16.8818	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725459	16788			14320419	1433945.3125	2740	3990.5641025641	20162	59.2353895911573	16.8818	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725464	16793			14320675	1433953.125	2744	3996.38974358974	20160	59.2733092288543	16.871	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725464	16793			14320931	1433960.9375	2746	3999.30256410256	20161	59.2543433433671	16.8764	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725476	16805			14321187	1433968.75	2753	4009.49743589744	20159	59.2922872592733	16.8656	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725485	16814			14321443	1433976.5625	2741	3992.02051282051	20161	59.2543433433671	16.8764	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725499	16828			14321699	1433984.375	2750	4005.1282051282	20159	59.2922872592733	16.8656	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725499	16828			14321955	1433992.1875	2739	3989.10769230769	20159	59.2922872592733	16.8656	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725503	16832			14322211	1434000	2730	3976	20160	59.2733092288543	16.871	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725520	16849			14322467	1434007.8125	2738	3987.65128205128	20160	59.2733092288543	16.871	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725523	16852			14322723	1434015.625	2744	3996.38974358974	20159	59.2922872592733	16.8656	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725523	16852			14322979	1434023.4375	2747	4000.75897435897	20159	59.2922872592733	16.8656	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725535	16864			14323235	1434031.25	2745	3997.84615384615	20158	59.3112774462936	16.8602	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725546	16875			14323491	1434039.0625	2740	3990.5641025641	20158	59.3112774462936	16.8602	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725555	16884			14323747	1434046.875	2744	3996.38974358974	20158	59.3112774462936	16.8602	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725555	16884			14324003	1434054.6875	2738	3987.65128205128	20158	59.3112774462936	16.8602	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725569	16898			14324259	1434062.5	2748	4002.21538461538	20156	59.3492943368903	16.8494	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725578	16907			14324515	1434070.3125	2738	3987.65128205128	20158	59.3112774462936	16.8602	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725589	16918			14324771	1434078.125	2744	3996.38974358974	20157	59.3302798015995	16.8548	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725589	16918			14325027	1434085.9375	2749	4003.67179487179	20157	59.3302798015995	16.8548	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725598	16927			14325283	1434093.75	2747	4000.75897435897	20155	59.3683210638803	16.844	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725611	16940			14325539	1434101.5625	2740	3990.5641025641	20156	59.3492943368903	16.8494	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725625	16954			14325795	1434109.375	2745	3997.84615384615	20155	59.3683210638803	16.844	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725625	16954			14326051	1434117.1875	2745	3997.84615384615	20155	59.3683210638803	16.844	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725628	16957			14326307	1434125	2753	4009.49743589744	20153	59.4064111398902	16.8332	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725644	16973			14326563	1434132.8125	2737	3986.19487179487	20155	59.3683210638803	16.844	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725648	16977			14326819	1434140.625	2745	3997.84615384615	20154	59.3873599942988	16.8386	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725648	16977			14327075	1434148.4375	2747	4000.75897435897	20154	59.3873599942988	16.8386	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725662	16991			14327331	1434156.25	2753	4009.49743589744	20152	59.425474512414	16.8278	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725678	17007			14327587	1434164.0625	2742	3993.47692307692	20154	59.3873599942988	16.8386	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725680	17009			14327843	1434171.875	2744	3996.38974358974	20153	59.4064111398902	16.8332	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725680	17009			14328099	1434179.6875	2747	4000.75897435897	20154	59.3873599942988	16.8386	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725693	17022			14328355	1434187.5	2746	3999.30256410256	20153	59.4064111398902	16.8332	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725701	17030			14328611	1434195.3125	2736	3984.73846153846	20154	59.3873599942988	16.8386	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725718	17047			14328867	1434203.125	2746	3999.30256410256	20152	59.425474512414	16.8278	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725718	17047			14329123	1434210.9375	2746	3999.30256410256	20154	59.3873599942988	16.8386	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725726	17055			14329379	1434218.75	2748	4002.21538461538	20152	59.425474512414	16.8278	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725730	17059			14329635	1434226.5625	2741	3992.02051282051	20153	59.4064111398902	16.8332	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725744	17073			14329891	1434234.375	2741	3992.02051282051	20152	59.425474512414	16.8278	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725744	17073			14330147	1434242.1875	2741	3992.02051282051	20152	59.425474512414	16.8278	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725755	17084			14330403	1434250	2749	4003.67179487179	20150	59.4636379853719	16.817	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725764	17093			14330659	1434257.8125	2742	3993.47692307692	20152	59.425474512414	16.8278	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725778	17107			14330915	1434265.625	2748	4002.21538461538	20151	59.4445501236447	16.8224	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725778	17107			14331171	1434273.4375	2746	3999.30256410256	20151	59.4445501236447	16.8224	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725786	17115			14331427	1434281.25	2748	4002.21538461538	20150	59.4636379853719	16.817	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725798	17127			14331683	1434289.0625	2740	3990.5641025641	20152	59.425474512414	16.8278	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140725807	17136			14331939	1434296.875	2747	4000.75897435897	20150	59.4636379853719	16.817	100	VALID						
