#Study : ASU&adidas Session 1 - High
#Date : 20170917 21:33:01
#Version : 6.4.8223.4
#TestRunDate : 20170826 14:04:47.708 (-07:00)
#Tracker : Model-Tobii X2 @60Hz, Freq-60Hz, Screen Size(cms)-{Width=33.7, Height=27}, Screen Res-{Width=1920, Height=1200}, Distance(Resp)-70cm 

StudyName	ExportDate	Name	Age	Gender	StimuliBlock	StimulusName	SlideType	EventSource	Timestamp	MediaTime	PostMarker	Annotation	Timestamp RAW (no units) (Shimmer Sensor)	Timestamp CAL (mSecs) (Shimmer Sensor)	VSenseBatt RAW (no units) (Shimmer Sensor)	VSenseBatt CAL (mVolts) (Shimmer Sensor)	GSR RAW (no units) (Shimmer Sensor)	GSR CAL (kOhms) (Shimmer Sensor)	GSR CAL (µSiemens) (Shimmer Sensor)	Packet reception rate RAW (no units) (Shimmer Sensor)	GSR Quality (Shimmer Sensor)	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732871	24200			14563619	1441367.1875	2741	3992.02051282051	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732878	24207			14563875	1441375	2744	3996.38974358974	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732894	24223			14564131	1441382.8125	2753	4009.49743589744	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732895	24224			14564387	1441390.625	2733	3980.36923076923	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732908	24237			14564643	1441398.4375	2742	3993.47692307692	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732908	24237			14564899	1441406.25	2732	3978.91282051282	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732924	24253			14565155	1441414.0625	2751	4006.58461538462	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732930	24259			14565411	1441421.875	2733	3980.36923076923	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732930	24259			14565667	1441429.6875	2748	4002.21538461538	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732944	24273			14565923	1441437.5	2746	3999.30256410256	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732953	24282			14566179	1441445.3125	2725	3968.71794871795	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732964	24293			14566435	1441453.125	2733	3980.36923076923	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732964	24293			14566691	1441460.9375	2741	3992.02051282051	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732973	24302			14566947	1441468.75	2745	3997.84615384615	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732986	24315			14567203	1441476.5625	2749	4003.67179487179	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732990	24319			14567459	1441484.375	2735	3983.28205128205	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140732990	24319			14567715	1441492.1875	2748	4002.21538461538	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733006	24335			14567971	1441500	2746	3999.30256410256	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733015	24344			14568227	1441507.8125	2749	4003.67179487179	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733029	24358			14568483	1441515.625	2733	3980.36923076923	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733029	24358			14568739	1441523.4375	2738	3987.65128205128	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733035	24364			14568995	1441531.25	2740	3990.5641025641	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733051	24380			14569251	1441539.0625	2746	3999.30256410256	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733055	24384			14569507	1441546.875	2736	3984.73846153846	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733055	24384			14569763	1441554.6875	2734	3981.82564102564	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733069	24398			14570019	1441562.5	2748	4002.21538461538	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733075	24404			14570275	1441570.3125	2724	3967.26153846154	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733091	24420			14570531	1441578.125	2734	3981.82564102564	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733098	24427			14570787	1441585.9375	2740	3990.5641025641	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733098	24427			14571043	1441593.75	2740	3990.5641025641	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733116	24445			14571299	1441601.5625	2747	4000.75897435897	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733120	24449			14571555	1441609.375	2736	3984.73846153846	20101	60.4141997535101	16.5524	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733120	24449			14571811	1441617.1875	2733	3980.36923076923	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733136	24465			14572067	1441625	2745	3997.84615384615	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733145	24474			14572323	1441632.8125	2740	3990.5641025641	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733154	24483			14572579	1441640.625	2733	3980.36923076923	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733154	24483			14572835	1441648.4375	2734	3981.82564102564	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733168	24497			14573091	1441656.25	2744	3996.38974358974	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733170	24499			14573347	1441664.0625	2747	4000.75897435897	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733186	24515			14573603	1441671.875	2736	3984.73846153846	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733186	24515			14573859	1441679.6875	2749	4003.67179487179	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733190	24519			14574115	1441687.5	2746	3999.30256410256	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733203	24532			14574371	1441695.3125	2745	3997.84615384615	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733219	24548			14574627	1441703.125	2734	3981.82564102564	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733219	24548			14574883	1441710.9375	2746	3999.30256410256	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733223	24552			14575139	1441718.75	2743	3994.93333333333	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733236	24565			14575395	1441726.5625	2748	4002.21538461538	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733240	24569			14575651	1441734.375	2732	3978.91282051282	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733240	24569			14575907	1441742.1875	2749	4003.67179487179	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733263	24592			14576163	1441750	2747	4000.75897435897	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733265	24594			14576419	1441757.8125	2747	4000.75897435897	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733278	24607			14576675	1441765.625	2734	3981.82564102564	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733278	24607			14576931	1441773.4375	2745	3997.84615384615	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733286	24615			14577187	1441781.25	2748	4002.21538461538	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733298	24627			14577443	1441789.0625	2753	4009.49743589744	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733306	24635			14577699	1441796.875	2735	3983.28205128205	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733306	24635			14577955	1441804.6875	2740	3990.5641025641	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733315	24644			14578211	1441812.5	2739	3989.10769230769	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733334	24663			14578467	1441820.3125	2746	3999.30256410256	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733337	24666			14578723	1441828.125	2737	3986.19487179487	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733358	24687			14578979	1441835.9375	2739	3989.10769230769	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733358	24687			14579235	1441843.75	2735	3983.28205128205	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733361	24690			14579491	1441851.5625	2725	3968.71794871795	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733373	24702			14579747	1441859.375	2733	3980.36923076923	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733375	24704			14580003	1441867.1875	2739	3989.10769230769	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733381	24710			14580259	1441875	2736	3984.73846153846	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733390	24719			14580515	1441882.8125	2748	4002.21538461538	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733399	24728			14580771	1441890.625	2734	3981.82564102564	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733399	24728			14581027	1441898.4375	2738	3987.65128205128	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733415	24744			14581283	1441906.25	2741	3992.02051282051	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733418	24747			14581539	1441914.0625	2732	3978.91282051282	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733435	24764			14581795	1441921.875	2735	3983.28205128205	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733436	24765			14582051	1441929.6875	2741	3992.02051282051	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733439	24768			14582307	1441937.5	2738	3987.65128205128	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733455	24784			14582563	1441945.3125	2753	4009.49743589744	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733464	24793			14582819	1441953.125	2736	3984.73846153846	20100	60.4339155133861	16.547	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733479	24808			14583075	1441960.9375	2746	3999.30256410256	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733479	24808			14583331	1441968.75	2750	4005.1282051282	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733491	24820			14583587	1441976.5625	2747	4000.75897435897	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733494	24823			14583843	1441984.375	2736	3984.73846153846	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733494	24823			14584099	1441992.1875	2738	3987.65128205128	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733510	24839			14584355	1442000	2747	4000.75897435897	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733519	24848			14584611	1442007.8125	2740	3990.5641025641	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733522	24851			14584867	1442015.625	2736	3984.73846153846	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733522	24851			14585123	1442023.4375	2732	3978.91282051282	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733554	24883			14585379	1442031.25	2740	3990.5641025641	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733556	24885			14585635	1442039.0625	2746	3999.30256410256	20096	60.5129074031491	16.5254	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733558	24887			14585891	1442046.875	2736	3984.73846153846	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733558	24887			14586147	1442054.6875	2746	3999.30256410256	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733570	24899			14586403	1442062.5	2749	4003.67179487179	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733576	24905			14586659	1442070.3125	2744	3996.38974358974	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733591	24920			14586915	1442078.125	2737	3986.19487179487	20099	60.4536441456691	16.5416	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733591	24920			14587171	1442085.9375	2747	4000.75897435897	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733599	24928			14587427	1442093.75	2746	3999.30256410256	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733608	24937			14587683	1442101.5625	2750	4005.1282051282	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733624	24953			14587939	1442109.375	2735	3983.28205128205	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733624	24953			14588195	1442117.1875	2742	3993.47692307692	20096	60.5129074031491	16.5254	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733627	24956			14588451	1442125	2748	4002.21538461538	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733639	24968			14588707	1442132.8125	2748	4002.21538461538	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733653	24982			14588963	1442140.625	2734	3981.82564102564	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733658	24987			14589219	1442148.4375	2740	3990.5641025641	20096	60.5129074031491	16.5254	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733658	24987			14589475	1442156.25	2746	3999.30256410256	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733670	24999			14589731	1442164.0625	2754	4010.95384615385	20095	60.5326876513317	16.52	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733684	25013			14589987	1442171.875	2735	3983.28205128205	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733684	25013			14590243	1442179.6875	2742	3993.47692307692	20096	60.5129074031491	16.5254	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733690	25019			14590499	1442187.5	2748	4002.21538461538	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733701	25030			14590755	1442195.3125	2753	4009.49743589744	20096	60.5129074031491	16.5254	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733715	25044			14591011	1442203.125	2736	3984.73846153846	20098	60.4733856629697	16.5362	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733719	25048			14591267	1442210.9375	2738	3987.65128205128	20096	60.5129074031491	16.5254	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733719	25048			14591523	1442218.75	2747	4000.75897435897	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733733	25062			14591779	1442226.5625	2753	4009.49743589744	20095	60.5326876513317	16.52	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733749	25078			14592035	1442234.375	2735	3983.28205128205	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733749	25078			14592291	1442242.1875	2740	3990.5641025641	20096	60.5129074031491	16.5254	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733751	25080			14592547	1442250	2749	4003.67179487179	20097	60.4931400779152	16.5308	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733764	25093			14592803	1442257.8125	2746	3999.30256410256	20096	60.5129074031491	16.5254	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Product Centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140733778	25107			14593059	1442265.625	2736	3984.73846153846	20096	60.5129074031491	16.5254	100	VALID						
